sgRNA	Gene	Day0	Day23
s_4524	ATP8A1	2992.50063036	3514.62928939
s_56377	TGIF	1041.72078629	1292.97041819
s_63372	ZNF17	1873.57506763	1856.45467319
s_46234	RASL11A	567.618215496	542.272900068
s_32331	MADCAM1	998.225137597	984.944655226
s_31941	LSM12	463.228658624	395.637881172
s_41173	PDX1	1279.85946291	1313.2595403
s_42398	PLCL1	441.480834275	477.716602441
s_5001	BAX	3951.57968413	5246.58253144
s_53410	SPATS2	1137.41121343	1720.88644818
s_2491	ANKRD17	800.319936026	802.342556224
s_7489	C20orf78	1341.8407623	1515.22852859
s_45750	RAB4B	678.532119674	881.654579023
s_51341	SLC25A13	2772.84760444	3298.82680875
s_13429	CPSF4	1395.12293196	1891.49952048
s_730	ACSBG1	5306.46914104	4775.32155877
s_61576	WASF	1056.94426334	1394.41602875
s_58385	TOR1AIP1	354.489536881	311.714694257
s_24092	GRID2	938.418620639	857.676525618
s_8833	CALCR	630.686906107	991.400284989
s_22940	GLB1	471.927788363	527.517174896
s_22241	GAPVD1	284.896498966	222.258110402
s_64937	ZSCAN5A	670.920381152	352.29293848
s_55707	TBX20	2349.85242086	2046.43463478
s_46566	RBX1	241.400850269	33.2003816368
s_53936	SRRT	2949.00498166	370.737594945
s_29425	KIF1C	403.422141665	556.106392417
s_51003	SLC12A7	377.324752447	352.29293848
s_25650	HMHB1	819.892977939	1033.82299486
s_31353	LOXL2	1170.03294995	1051.3454185
s_23058	GLRX5	875.349930028	224.102576049
s_40582	PCDHB10	578.492127671	631.729483923
s_26614	IDUA	776.397329242	550.572995478
s_9205	CASP1	1832.25420136	1968.04484481
s_61669	WDR18	484.976482972	154.935114305
s_41054	PDGFRA	1086.30382621	1319.71517006
s_55600	TBC1D9	683.969075761	757.153147885
s_2109	ALPK2	682.881684544	642.796277802
s_7348	C1orf64	742.688201502	728.563930364
s_6510	C15orf27	503.462133668	509.072518432
s_64083	ZNF527	197.905201572	169.690839477
s_30875	LGALS2	842.728193505	652.018606035
s_42882	PNPLA	3010.98628105	2961.28959544
s_48963	SAMD15	1780.05942293	1642.4966582
s_51900	SLC39A	2017.11070833	2647.73043554
s_4650	AURKB	297.945193575	233.324904281
s_4592	ATXN1L	1017.79817951	1255.15887244
s_40968	PDE4D	1610.42639301	1524.45085682
s_59864	TULP2	753.562113676	703.663644136
s_38895	OR10S1	989.526007858	1168.46898705
s_62339	XRRA1	467.578223493	378.115457531
s_22564	GDPD1	4601.83963215	4773.47709312
s_19320	FAM116B	863.388626636	1202.59160151
s_36225	NCBP1	922.107752377	671.385495323
s_27156	IL1R	830.766890114	865.054388204
s_29949	KLRK	611.113864193	667.69656403
s_60799	USF	142.448249483	91.3010495013
s_57084	TMEM107	663.30864263	645.562976272
s_23507	GPATCH2	742.688201502	726.719464718
s_60364	UBXN2B	981.914269336	1048.57872003
s_9201	CASP1	337.091277402	332.926049192
s_62323	XRCC	321.867800358	141.101621957
s_8821	CALCOCO1	954.7294889	1193.36927328
s_34576	MRA	525.209958017	844.765266093
s_10208	CD10	187.031289397	113.434637259
s_63815	ZNF397	965.603401074	913.932727836
s_55025	SYPL1	583.929083758	545.961831361
s_31225	LMBRD2	1028.67209169	997.855914752
s_47811	RNMTL1	1141.7607783	632.651716746
s_18489	EPN1	2295.48285999	1695.06392913
s_20043	FAM59B	1625.64987005	1989.25619974
s_64499	ZNF695	2534.70892782	2840.4770956
s_63859	ZNF419	2514.04849469	2266.84827954
s_38477	NXPE4	2153.0346105	2373.82728703
s_52678	SMURF1	1067.81817551	846.609731739
s_18740	ESPL	724.202550806	1102.06822378
s_29428	KIF20A	1110.22643299	819.864979865
s_15916	DHX33	792.708197504	86.6898853851
s_19255	FAM104B	2697.81761043	3226.89264854
s_31388	LPCAT	1307.04424335	1239.48091444
s_43872	PRCC	457.791702536	541.350667245
s_46603	RCC	110.913904177	71.9341602132
s_1802	AKAP9	1202.65468647	914.85496066
s_63222	ZMYM	1223.3151196	1131.57967412
s_3888	ASB6	1707.20421136	1713.50858559
s_44700	PSMB1	145.710423135	188.135495942
s_49960	SERPINA	524.122566799	859.520991265
s_36148	NAV3	1371.20032517	1669.24141007
s_61661	WDR1	1050.41991603	1180.45801375
s_49234	SCG3	191.380854267	227.791507342
s_58131	TNFRSF9	1264.63598587	1089.15696425
s_25966	HP1BP3	476.277353233	468.494274209
s_7707	C2orf68	244.663023921	181.679866179
s_1562	AGRN	699.192552805	677.841125086
s_45682	RAB36	770.960373155	896.410304195
s_51261	SLC22A2	1836.60376623	2264.08158107
s_14779	CYP4A22	826.417325244	881.654579023
s_34823	MRPS15	1591.94074231	1609.29627656
s_36497	NDUFB10	731.814289328	624.351621337
s_43325	PPARGC1B	2392.26067834	2801.74331702
s_20021	FAM54	1564.75596188	1885.04389071
s_19068	EYS	1564.75596188	1772.53148628
s_50852	SIX6	553.48212967	547.806297008
s_18291	ENPP7	960.166444987	873.354483614
s_54853	SVOPL	644.822991934	767.29770894
s_51971	SLC45A2	2209.57895381	2067.64598972
s_50096	SETBP1	809.019065765	1392.5715631
s_41675	PHF8	5346.70261608	3747.03196085
s_3825	ASAP	910.146448986	834.620705037
s_7785	C3orf15	253.36215366	214.880247816
s_13079	COPB	448.00518158	283.125476736
s_40296	PARP11	960.166444987	770.986640233
s_37145	NKX2-3	781.834285329	765.453243294
s_61177	VCAN	4313.68095953	5680.95419119
s_64798	ZNF862	181.59433331	166.001908184
s_59523	TTC14	1992.10071032	2618.21898519
s_20855	FGB	1959.4789738	2471.5839663
s_60204	UBE2O	1154.80947291	1163.85782294
s_7053	C1QTNF	991.700790293	992.322517812
s_30508	LAPTM5	257.71171853	89.4565838548
s_22117	GALNT10	433.869095753	359.670801066
s_6770	C17orf59	1525.60987805	1523.528624
s_1564	AGRP	1126.53730125	775.59780435
s_47873	RORA	2544.49544878	3078.41316399
s_2621	ANKRD6	7411.65853798	6514.65266341
s_11798	CHRM3	641.560818281	721.186067778
s_39664	OSBPL	1251.58729126	1340.00429218
s_45523	QTRT1	591.54082228	467.572041386
s_9924	CCL1	1217.87816352	1332.62642959
s_31308	LNX1	694.842987935	862.287689735
s_56155	TEX101	3509.01145863	2722.43129422
s_42855	PNPLA1	3734.10144064	4017.24617806
s_5760	BRI3	288.158672618	204.735686761
s_10566	CDA	388.198664621	372.582060591
s_4143	ATG12	850.339932027	897.332537018
s_7018	C1QL2	482.801700537	498.927957376
s_4212	ATL3	960.166444987	1035.6674605
s_43235	POU4F1	112.001295395	158.624045598
s_45585	RAB11FIP5	614.376037846	747.008586829
s_26669	IFIH	430.606922101	468.494274209
s_23059	GLRX5	969.952965944	902.865933957
s_44540	PRSS48	627.424732455	938.833014064
s_14215	CTSA	453.442137667	525.67270925
s_2597	ANKRD50	2519.48545078	2634.81917601
s_37432	NOG	523.035175582	444.516220804
s_8126	C6orf132	1557.14422335	1223.80295645
s_2289	AMY2B	1205.91686013	1352.9155517
s_15956	DIAPH1	2619.52544278	3106.08014869
s_3599	ARMC1	934.069055769	655.707537328
s_28216	IYD	3760.19882986	4294.83825785
s_60311	UBQLN2	344.703015924	357.826335419
s_56487	THEGL	651.347339238	789.431296698
s_43436	PPIP5K	214.216069833	306.181297318
s_39870	OXSR1	665.483425065	739.630724243
s_42121	PIWIL4	978.652095683	1147.25763212
s_2517	ANKRD26	613.288646628	870.587785144
s_6981	C19orf79	506.724307321	367.048663652
s_48754	RWDD4	1143.93556073	1386.11593334
s_42145	PKD2L1	960.166444987	1055.03434979
s_38641	ODZ	271.847804357	252.691793569
s_7760	C2orf84	1382.07423735	1521.68415836
s_13713	CRTAC1	1150.45990804	1474.65028437
s_11140	CELA3B	939.506011856	758.997613531
s_20637	FBXW2	361.013884185	494.31679326
s_23192	GNA11	876.437321245	967.422231585
s_20235	FAM96A	786.183850199	877.96564773
s_37302	NME1-NME	1375.54989004	1045.81202156
s_17276	EAPP	822.067760374	899.177002664
s_2214	AMH	1043.89556873	1486.63931107
s_21563	FRAS1	2151.94721929	2722.43129422
s_62866	ZDHHC16	691.580814283	952.666506413
s_26262	HSPA13	840.55341107	1079.93463602
s_37027	NIF3L1	1128.71208369	1207.20276563
s_54133	ST6GALNAC2	461.053876189	498.927957376
s_61555	VWF	779.659502894	936.066315594
s_23289	GNG12	730.72689811	640.029579332
s_33912	MID	1010.18644099	1084.54580014
s_58318	TOMM20	155.496944092	58.1006678645
s_58831	TRIM15	935.156446986	829.087308098
s_39842	OXER1	176.157377223	249.002862276
s_23604	GPM6	1709.37899379	2293.59303141
s_35041	MSL3	1898.58506563	1753.16459699
s_16916	DSG3	2205.22938894	2895.81106499
s_17496	EFCAB3	756.824287329	792.197995168
s_17075	DUSP22	640.473427064	472.183205502
s_15136	DCC	1166.7707763	1257.92557091
s_8778	CAD	1401.64727926	787.586831052
s_34029	MKL	242.488241486	250.847327923
s_42837	PNMT	1110.22643299	1620.36307044
s_3087	APOPT1	1175.46990604	1273.6035289
s_60813	USH2A	918.845578725	1381.50476922
s_50983	SLC12A3	1435.356407	2205.9809132
s_1275	ADK	480.626918102	484.172232204
s_41451	PGAM5	1212.44120743	1289.2814869
s_61157	VAX1	334.916494967	276.669846974
s_62397	YEATS4	339.266059837	318.17032402
s_50299	SGIP1	383.849099751	376.270991884
s_26905	IG	1115.66338908	970.188930054
s_58497	TPCN1	1308.13163456	1283.74808996
s_34418	MORN3	826.417325244	807.875953163
s_62792	ZCCHC1	593.715604715	661.240934267
s_59964	TXNIP	1454.92944892	1998.47852797
s_39289	OR52B4	750.299940024	666.774331207
s_6606	C16orf	4286.49617909	4613.00858187
s_42149	PKD2L2	1712.64116745	1849.07681061
s_62631	ZBTB	769.872981938	934.221849948
s_20220	FAM8A1	1785.49637901	2128.51335605
s_11970	CIDEC	928.632099682	940.67747971
s_60950	USP47	1825.72985406	2525.07347005
s_6104	C10orf5	406.684315317	381.804388824
s_49630	SEC23A	592.628213497	1032.90076204
s_19601	FAM173A	987.351225423	1084.54580014
s_7012	C1Q	681.794293326	526.594942073
s_18656	ERICH1	996.050355162	911.166029367
s_8174	C6orf223	973.215139596	1330.78196394
s_21589	FRK	452.354746449	447.282919274
s_58959	TRIM	1483.20162057	1209.04723127
s_49539	SDHC	3553.59449855	3271.15982405
s_32986	MAZ	661.133860195	928.688453008
s_21297	FMR1NB	307.731714532	262.836354625
s_7820	C3orf26	994.962963945	1226.56965492
s_14676	CYP26B1	730.72689811	748.853052475
s_23850	GPR50	390.373447056	462.960877269
s_61777	WDR55	712.241247414	462.960877269
s_28008	ITGA4	209.866504963	280.358778267
s_64118	ZNF546	538.258652626	459.271945976
s_14147	CTH	1553.8820497	1237.6364488
s_58094	TNFRSF19	98.9526007858	51.6450381018
s_12880	COL15A1	688.318640631	1031.97852921
s_61640	WDHD1	826.417325244	911.166029367
s_28646	KCNH7	1488.63857666	1454.36116226
s_23827	GPR3	577.404736453	610.518128989
s_17373	ECT	1018.88557073	1153.71326188
s_31744	LRRC45	1464.71596987	1539.206582
s_25653	HMMR	2428.14458851	1535.5176507
s_62365	YAF2	4746.46266406	5444.86258844
s_31710	LRRC39	871.000365158	1152.79102906
s_36913	NFS1	2330.27937894	938.833014064
s_26978	IKBKB	2607.56413939	2773.1540995
s_22077	GAL3ST	544.78299993	375.348759061
s_3605	ARMC12	620.90038515	412.238071991
s_46487	RBM4	1327.70467648	1229.33635339
s_25296	HIGD1B	520.860393147	578.239980175
s_36236	NCDN	2719.56543478	2465.12833654
s_43294	PPAP2C	1582.15422135	1283.74808996
s_9873	CCDC90A	1277.68468048	1535.5176507
s_27555	INPP5F	1298.34511361	1136.19083824
s_53856	SRL	557.83169454	641.874044979
s_47384	RIPK3	633.949079759	1066.10114367
s_50126	SETD7	790.533415069	699.974712843
s_26072	HRH	519.77300193	484.172232204
s_23775	GPR1	514.336045843	512.761449725
s_14134	CTDSPL	1190.69338308	1180.45801375
s_8300	C7orf66	663.30864263	734.097327303
s_54431	STK38	899.272536811	1038.43415897
s_58509	TPD52L1	2673.89500365	2959.4451298
s_29558	KISS1	751.387331241	834.620705037
s_55436	TAS2R3	1117.83817151	821.709445512
s_26535	ICAM4	710.066464979	935.144082771
s_8531	C9orf85	279.459542878	232.402671458
s_6244	C11orf7	621.987776368	611.440361812
s_57723	TMEM60	1018.88557073	562.56202218
s_46329	RBBP7	2985.97628305	2964.97852673
s_27661	INTU	427.344748448	730.40839601
s_57374	TMEM184A	627.424732455	1034.74522768
s_14628	CYL	2808.73151461	2022.45658138
s_59142	TRNAU1AP	1168.94555873	597.606869463
s_46945	RFX1	98.9526007858	244.39169816
s_41266	PELI2	704.629508892	586.540075584
s_34007	MITF	779.659502894	959.122136175
s_22276	GAS6	1314.65598187	1197.9804374
s_39857	OXR1	882.96166855	987.711353696
s_22032	GAD1	2038.85853267	2193.9918865
s_56478	THBS3	3205.62930897	3069.19083576
s_56629	TIGD3	1202.65468647	760.842079178
s_49135	SC5D	613.288646628	355.05963695
s_20537	FBXO3	205.516940094	252.691793569
s_61379	VPS36	442.568225492	372.582060591
s_59830	TUBG1	812.281239417	171.535305124
s_9525	CCDC129	4351.73965214	4762.41029924
s_6898	C19orf33	1024.32252682	1257.00333808
s_19437	FAM135B	606.764299324	438.060591042
s_37301	NME	107.651730525	81.1564884456
s_16517	DNASE1L	561.093868192	305.259064494
s_60270	UBIAD1	1060.20643699	776.520037173
s_56904	TM9SF1	703.542117675	461.116411623
s_31797	LRRC66	714.416029849	816.176048572
s_1624	AHI	1031.93426534	1131.57967412
s_49111	SBK	653.522121673	529.361640543
s_53584	SPINT4	1278.77207169	1254.23663961
s_38908	OR10Z1	901.447319246	1021.83396816
s_6790	C17orf70	362.101275403	247.15839663
s_2278	AMT	2083.44157259	1624.97423456
s_35743	MYO1H	819.892977939	1031.05629639
s_32639	MAP3K1	1125.44991004	1158.324426
s_43644	PPP1R8	1663.70856266	697.208014374
s_11412	CES3	1757.22420736	2205.9809132
s_43153	POMT	853.602105679	829.087308098
s_47070	RGS18	690.493423066	735.94179295
s_6165	C11orf24	569.792997931	841.998567623
s_2353	ANGPTL	546.957782365	550.572995478
s_41562	PHACTR2	5466.31565	5314.82776036
s_26051	HRA	1176.55729726	783.897899759
s_62300	XPO7	712.241247414	661.240934267
s_7567	C22orf46	1452.75466648	1255.15887244
s_13341	CPLX4	845.990367157	766.375476117
s_32499	MAN1A1	699.192552805	654.785304504
s_9114	CARD6	803.582109678	1142.646468
s_7497	C20orf94	793.795588721	619.740457221
s_21422	FOXD3	1358.15163057	1001.54484604
s_41682	PHIP	205.516940094	114.356870082
s_44701	PSMB1	626.337341237	54.4117365715
s_4736	B3GALNT	1470.15292596	1614.8296735
s_9362	CBR4	665.483425065	557.950858064
s_274	ABHD10	1289.64598387	988.633586519
s_47129	RGS	320.780409141	257.302957686
s_44594	PSAT1	1058.03165456	885.343510316
s_38133	NTN3	1049.33252482	1309.57060901
s_48542	RSPH9	1714.81594988	1299.42604795
s_7846	C3orf3	464.316049841	382.726621647
s_46658	RDH10	318.605626706	469.416507032
s_57021	TMED3	1619.12552275	1569.64026516
s_27613	INSRR	777.48472046	556.106392417
s_52359	SLCO4A	632.861688542	627.118319807
s_61228	VEZF1	356.664319316	393.793415526
s_18882	ETV7	455.616920102	696.28578155
s_11387	CERS	536.083870191	600.373567933
s_4225	ATN	426.257357231	498.927957376
s_29617	KLF1	856.864279332	812.487117279
s_347	ABI3	2117.15070033	2146.95801252
s_16822	DQX	595.890387149	579.162212998
s_3561	ARL4C	1152.63469047	921.310590422
s_61205	VDR	2630.39935495	3438.08396506
s_62034	WLS	3238.25104549	4054.13549099
s_24008	GRAMD1C	868.825582723	782.975666935
s_26518	ICA1	601.327343237	505.383587139
s_24339	GSTO1	1911.63376024	1707.97518865
s_21982	GABRB1	1173.2951236	862.287689735
s_19086	F11	1052.59469847	1028.28959792
s_50836	SIX2	691.580814283	936.066315594
s_45170	PTPN9	842.728193505	731.330628834
s_21132	FKBP15	698.105161588	551.495228301
s_44856	PSPC1	943.855576726	1075.3234719
s_48849	S100A	1349.45250083	1517.07299424
s_58654	TRAF3	1911.63376024	1905.33301283
s_21920	GA	271.847804357	399.326812465
s_1338	ADRA1A	2814.1684707	2982.50095038
s_2637	ANKRD	849.25254081	917.621659129
s_27172	IL1RL1	874.262538811	984.022422403
s_57715	TMEM57	863.388626636	787.586831052
s_58840	TRIM1	1638.69856466	1841.69894802
s_58381	TOR1A	1203.74207769	1375.97137228
s_26117	HS3ST	467.578223493	509.072518432
s_45448	PYHIN1	3050.13236488	3201.07012949
s_22957	GLDN	489.326047842	515.528148194
s_29089	KIAA0182	315.343453054	293.270037792
s_62927	ZEB1	2903.33455053	3456.52862152
s_43109	POLR3C	1475.58988205	1240.40314727
s_25877	HOXB	1415.78336509	1078.09017037
s_51414	SLC25A31	213.128678616	155.857347129
s_37751	NPVF	369.713013925	502.616888669
s_35264	MTMR14	2688.03108948	3011.0901679
s_35894	NAA15	578.492127671	548.728529831
s_3263	ARHGAP18	391.460838273	247.15839663
s_48349	RPS6KA4	741.600810285	744.241888359
s_36667	NEK10	507.811698538	486.938930674
s_1920	ALDH1A2	2865.27585792	3384.59446131
s_19752	FAM196B	427.344748448	450.049617744
s_32070	LURAP1L	210.953896181	212.113549346
s_64037	ZNF50	1519.08553074	426.993797163
s_30587	LBP	1402.73467048	871.510017967
s_41081	PDIA3	583.929083758	298.803434732
s_21496	FOXO	312.081279401	128.190362431
s_25071	HEPACAM2	879.699494898	988.633586519
s_62757	ZC3H7	1346.19032717	1779.90934886
s_6254	C11orf8	624.162558803	583.773377114
s_940	ADAD2	1022.14774438	1067.94560932
s_59689	TTLL11	974.302530814	1318.79293724
s_14544	CYB561D	2038.85853267	1628.66316585
s_59105	TRMT13	1653.92204171	1393.49379592
s_17949	ELF	1145.02295195	1328.01526547
s_53717	SPRYD	1657.18421536	1423.00524627
s_2356	ANGPTL	367.53823149	441.749522335
s_2245	AMO	1073.2551316	1126.96851001
s_42617	PLOD1	506.724307321	412.238071991
s_40102	PAK	730.72689811	830.009540921
s_64898	ZSCAN10	1317.91815552	1746.70896723
s_49014	SAP25	667.6582075	469.416507032
s_33088	MC2	1324.44250282	1613.90744068
s_34903	MRPS9	876.437321245	972.955628524
s_15182	DCLRE1	344.703015924	238.858301221
s_6448	C14orf17	439.30605184	603.140266403
s_56976	TMCC2	474.102570798	505.383587139
s_3077	APOLD1	1622.3876964	1648.95228796
s_42515	PLEKHG5	4816.05570198	4932.10113872
s_57467	TMEM209	477.36474445	648.329674742
s_20885	FGF1	649.172556803	656.629770151
s_16582	DNMT3L	1064.55600186	1128.81297565
s_31691	LRRC36	1863.78854667	2090.7018103
s_59702	TTLL	238.138676616	284.969942383
s_4939	BAK	594.802995932	536.739503129
s_711	ACPP	155.496944092	211.191316523
s_13500	CRAMP1	764.436025851	655.707537328
s_29352	KIAA1919	1103.70208569	1073.47900626
s_18440	EPHA7	806.84428333	888.110208785
s_4429	ATP6V0A	327.304756445	395.637881172
s_1064	ADAMTS4	882.96166855	789.431296698
s_41355	PEX2	1399.47249683	1201.66936869
s_24506	GUCA2B	1412.52119144	1107.60162072
s_35702	MYO10	1261.37381221	1217.34732668
s_28202	IVL	1549.53248483	1780.83158169
s_47493	RNASET	763.348634633	676.918892262
s_52085	SLC5A2	325.12997401	296.958969085
s_4747	B3GALT2	1819.20550675	1841.69894802
s_58206	TNKS	990.613399075	932.377384301
s_45503	QRICH2	524.122566799	364.281965182
s_58906	TRIM36	436.043878188	455.583014683
s_2539	ANKRD33	1265.72337708	1298.50381513
s_30393	LAG3	686.143858196	576.395514528
s_50869	SKI	687.231249413	856.754292795
s_8588	CA6	2334.62894381	2431.9279549
s_47578	RNF14	269.673021922	346.75954154
s_63846	ZNF416	649.172556803	623.429388514
s_42598	PLK2	919.932969942	924.999521715
s_16242	DMP1	1370.11293396	1571.48473081
s_56071	TEKT4	686.143858196	629.885018277
s_56213	TF	264.236065835	260.069656155
s_36203	NCAPD2	333.82910375	401.171278112
s_50349	SGSM2	2279.17199173	1900.72184871
s_10997	CDO1	872.087756376	1140.80200235
s_8886	CALU	1086.30382621	1045.81202156
s_21741	FTSJ2	162.021291396	92.2232823246
s_27242	IL26	473.01517958	630.8072511
s_36852	NFE2L2	1243.97555274	1292.04818537
s_60622	UNC13B	743.775592719	1162.93559011
s_8128	C6orf136	1296.17033117	908.399330897
s_53180	SP100	4881.29917503	4648.97566198
s_23776	GPR1	1225.48990204	790.353529521
s_64213	ZNF577	2164.9959139	2363.68272598
s_33975	MIO	339.266059837	258.225190509
s_33154	MCM10	818.805586722	924.999521715
s_26439	HUS	632.861688542	402.093510935
s_12585	CNDP	926.457317247	848.454197386
s_7676	C2orf61	612.201255411	701.81917849
s_51295	SLC23A	753.562113676	955.433204882
s_33080	MBTPS1	475.189962015	581.006678645
s_50732	SIK1	3803.69447856	4052.29102534
s_16815	DPYSL4	718.765594719	811.564884456
s_6429	C14orf133	1072.16774038	1281.90362431
s_23763	GPR160	964.516009857	603.140266403
s_23280	GNE	1199.39251282	1257.92557091
s_2996	APOBEC2	793.795588721	699.05248002
s_18093	EMC	539.346043843	191.824427235
s_62414	YIPF2	731.814289328	670.4632625
s_1845	AKR1C2	2064.95592189	1791.89837557
s_35420	MUCL1	1002.57470247	936.066315594
s_21866	FYTTD1	1663.70856266	1450.67223097
s_31767	LRRC4	370.800405142	482.327766557
s_21675	FSCN3	814.456021852	669.541029676
s_7556	C22orf39	885.136450985	1428.53864321
s_14641	CYP17A1	742.688201502	1116.82394895
s_64518	ZNF700	2039.94592389	2172.78053157
s_37715	NPR2	735.07646298	742.397422713
s_58997	TRIM6	342.528233489	523.828243603
s_9689	CCDC33	546.957782365	618.818224398
s_15360	DDX11	5838.20344636	4847.25571898
s_51131	SLC17A6	1997.53766641	2532.45133263
s_64619	ZNF77	688.318640631	972.955628524
s_1623	AHI	3124.07496767	3759.02098755
s_52046	SLC4A9	5959.99126271	5983.44655722
s_57979	TMTC1	403.422141665	395.637881172
s_29341	KIAA1737	636.123862194	770.986640233
s_31620	LRRC1	420.820401144	442.671755158
s_64346	ZNF629	825.329934026	682.452289202
s_43780	PQLC1	1759.3989898	2024.30104702
s_44912	PTCH1	1245.06294395	780.208968466
s_48688	RUNX	844.90297594	844.765266093
s_43591	PPP1R26	1334.22902378	1306.80391054
s_7356	C1orf74	637.211253412	564.406487826
s_33865	MIB1	1626.73726127	1392.5715631
s_2427	ANKH	879.699494898	1065.17891085
s_64726	ZNF813	494.763003929	455.583014683
s_43779	PQLC1	524.122566799	502.616888669
s_27464	ING1	173.982594788	230.558205811
s_17135	DVL3	763.348634633	1162.93559011
